0.01,0.00,-0.00,0.00,-0.00,-0.00,0.00
0.02,0.00,-0.00,0.00,-0.00,0.00,0.00
0.04,0.00,-0.00,0.00,0.00,-0.00,0.00
0.05,0.00,-0.00,0.00,-0.00,-0.00,0.00
0.06,0.00,-0.00,0.00,0.00,-0.01,0.00
0.07,0.00,-0.00,0.00,0.00,-0.01,0.00
0.08,0.00,-0.00,0.00,0.00,-0.01,0.00
0.09,0.00,-0.00,0.00,0.00,-0.00,0.00
0.11,0.00,-0.00,0.00,-0.00,-0.00,0.00
0.12,0.00,-61.06,25.38,-0.00,-0.00,0.00
0.13,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.14,-0.06,-61.06,25.38,-0.00,-0.01,0.00
0.15,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.16,-0.06,-61.06,25.38,0.00,-0.01,-0.00
0.18,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.19,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.20,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.21,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.22,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.23,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.25,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.26,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.27,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.28,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.29,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.30,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.32,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.33,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.34,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.35,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.36,-0.06,-61.06,25.38,-0.00,-0.01,0.00
0.38,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.39,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.40,-0.06,-61.06,25.38,-0.00,-0.01,0.00
0.41,-0.06,-61.06,25.38,0.00,0.00,0.00
0.42,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.43,-0.06,-61.06,25.38,-0.00,0.00,0.00
0.45,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.46,-0.06,-61.06,25.38,-0.00,-0.01,0.00
0.47,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.48,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.49,-0.06,-61.06,25.38,-0.00,-0.01,0.00
0.50,-0.06,-61.06,25.38,-0.00,0.00,0.00
0.52,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.53,-0.06,-61.06,25.38,0.00,0.00,0.00
0.54,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.55,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.56,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.57,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.59,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.60,-0.06,-61.06,25.38,0.00,-0.01,0.00
0.61,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.62,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.63,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.64,-0.06,-61.06,25.38,-0.00,-0.01,0.00
0.66,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.67,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.68,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.69,-0.06,-61.06,25.38,-0.00,0.00,-0.00
0.70,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.71,-0.06,-61.06,25.38,0.00,0.01,0.00
0.73,-0.06,-61.06,25.38,0.00,0.00,0.00
0.74,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.75,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.76,-0.06,-61.06,25.38,-0.00,-0.00,-0.00
0.77,-0.06,-61.06,25.38,-0.00,-0.00,0.00
0.79,-0.06,-61.06,25.38,-0.00,0.00,0.00
0.80,-0.06,-61.06,25.38,0.00,0.00,-0.00
0.81,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.82,-0.06,-61.06,25.38,0.00,0.00,0.00
0.83,-0.06,-61.06,25.38,-0.00,0.00,0.00
0.84,-0.06,-61.06,25.38,-0.00,0.00,-0.00
0.86,-0.06,-61.06,25.38,-0.00,0.00,-0.00
0.87,-0.06,-61.06,25.38,0.00,-0.00,-0.00
0.88,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.89,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.90,-0.06,-61.06,25.38,0.00,0.00,0.00
0.91,-0.06,-61.06,25.38,-0.00,0.00,0.00
0.93,-0.06,-61.06,25.38,0.00,0.00,0.00
0.94,-0.06,-61.06,25.38,-0.00,0.00,0.00
0.95,-0.06,-61.06,25.38,0.00,-0.00,0.00
0.96,-0.06,-61.06,25.38,0.00,-0.00,-0.00
0.97,-0.06,-61.06,25.38,-0.00,0.00,-0.00
0.98,-0.06,-61.06,25.38,0.00,0.00,0.00
1.00,-0.06,-61.06,25.38,0.00,-0.00,-0.00
1.01,-0.06,-61.06,25.38,-0.00,-0.00,0.00
1.02,-0.06,-61.06,25.38,-0.00,-0.00,-0.00
1.03,0.00,-61.06,25.38,0.00,0.01,-0.00
1.04,0.00,-60.94,25.31,-0.00,0.15,-0.01
1.05,0.06,-60.81,25.19,-0.04,0.30,-0.07
1.07,0.13,-60.63,25.00,-0.01,0.57,-0.03
1.08,0.19,-60.31,24.81,0.01,0.69,0.05
1.09,0.19,-59.56,24.19,0.06,0.76,0.12
1.10,0.19,-59.13,23.88,0.06,0.83,0.09
1.11,0.25,-58.69,23.56,0.05,0.86,0.01
1.13,0.31,-58.25,23.31,0.01,0.86,-0.00
1.14,0.38,-57.81,23.00,0.00,0.82,0.02
1.15,0.44,-57.38,22.69,-0.01,0.78,-0.01
1.16,0.56,-56.63,22.19,-0.03,0.77,-0.05
1.17,0.69,-56.25,21.94,-0.05,0.76,-0.06
1.18,0.81,-55.88,21.75,-0.05,0.75,-0.06
1.20,0.88,-55.50,21.50,-0.06,0.76,-0.05
1.21,1.00,-55.13,21.25,-0.01,0.76,-0.03
1.22,1.13,-54.31,20.88,0.01,0.77,-0.01
